MODOPRIN,FE_VIA,CRITERIOBR
Metro,279.343984,B2
Metro,279.343984,C1
Metro,279.343984,C1
Outros,1.0,C1
Outros,1.0,B2
A pe,279.343984,C1
A pe,279.343984,C1
A pe,279.343984,C1
A pe,279.343984,C1
A pe,279.343984,C1
A pe,279.343984,C1
A pe,279.343984,C1
Onibus,175.567993,C1
Onibus,175.567993,C1
A pe,112.32293,C1
A pe,112.32293,C1
A pe,112.32293,C1
A pe,112.32293,C1
A pe,112.32293,C1
A pe,575.995391,C1
A pe,575.995391,C1
Metro,161.37528899999998,B2
Trem,198.698111,B2
Metro,161.37528899999998,B2
A pe,279.343984,B2
A pe,279.343984,B2
A pe,279.343984,B2
A pe,279.343984,B2
Carro,66.550919,B2
A pe,66.550919,B2
A pe,66.550919,B2
Carro,66.550919,B2
Carro,38.537426,B1
Carro,38.537426,B1
Carro,38.537426,B1
A pe,38.537426,B1
Taxi,38.537426,B1
Metro,66.550919,A
Metro,66.550919,A
Metro,66.550919,A
Metro,66.550919,A
Outros,1.0,A
Metro,66.550919,A
Onibus,72.403968,A
Onibus,72.403968,A
Outros,1.0,B2
Outros,1.0,B2
A pe,66.550919,A
A pe,66.550919,A
Taxi,66.550919,A
Taxi,66.550919,A
A pe,66.550919,A
A pe,66.550919,A
Carro,66.550919,A
Carro,66.550919,A
Outros,1.0,A
Onibus,72.403968,B1
A pe,66.550919,B1
Onibus,72.403968,B1
Metro,38.537426,B2
Metro,38.537426,B2
Carro,38.537426,C1
Carro,38.537426,C1
A pe,66.550919,B2
A pe,66.550919,B2
Taxi,66.550919,B2
Taxi,66.550919,B2
A pe,66.550919,B2
A pe,66.550919,B2
Onibus,72.403968,B2
Onibus,72.403968,B2
A pe,66.550919,B2
A pe,66.550919,B2
A pe,66.550919,B2
Metro,66.550919,B2
Metro,66.550919,B2
A pe,66.550919,B2
Outros,1.0,B2
Outros,1.0,B2
Carro,66.550919,B1
Carro,66.550919,B1
Carro,66.550919,B1
A pe,66.550919,B1
A pe,66.550919,B1
Carro,66.550919,B1
Carro,137.225158,B1
A pe,137.225158,B1
Carro,137.225158,B1
Outros,1.0,D-E
Outros,1.0,D-E
Outros,1.0,D-E
Outros,1.0,C2
Onibus,39.537725,C2
Onibus,39.537725,C2
Escolar,46.823574,C2
Escolar,46.823574,C2
Escolar,70.89098100000001,C2
Escolar,70.89098100000001,C2
Outros,1.0,D-E
A pe,389.688222,C2
A pe,389.688222,C2
Outros,1.0,D-E
A pe,168.914153,D-E
A pe,168.914153,D-E
Onibus,423.96069000000006,C1
Onibus,423.96069000000006,C1
Onibus,423.96069000000006,C1
Onibus,423.96069000000006,C1
Onibus,236.774832,C1
Onibus,236.774832,C1
Outros,1.0,C1
Outros,1.0,C1
Metro,168.914153,C1
Metro,168.914153,C1
Onibus,423.96069000000006,C1
Onibus,423.96069000000006,C1
Onibus,423.96069000000006,C1
Onibus,423.96069000000006,C1
Metro,389.688222,C1
Onibus,423.96069000000006,C1
Onibus,236.774832,C1
Onibus,236.774832,C1
Onibus,121.16904,C1
Onibus,121.16904,C1
A pe,256.941702,B2
A pe,256.941702,B2
A pe,256.941702,B2
A pe,256.941702,B2
A pe,83.513319,B2
A pe,83.513319,B2
A pe,83.513319,B2
A pe,83.513319,B2
Metro,83.513319,B2
Metro,83.513319,B2
A pe,83.513319,B2
A pe,83.513319,B2
A pe,83.513319,B2
A pe,83.513319,B2
Metro,83.513319,B2
Metro,83.513319,B2
A pe,256.941702,D-E
A pe,256.941702,D-E
A pe,256.941702,D-E
A pe,256.941702,D-E
Onibus,510.53129,C2
Onibus,510.53129,C2
A pe,256.941702,C2
A pe,256.941702,C2
A pe,256.941702,C2
A pe,256.941702,C2
Metro,111.373881,C2
Metro,111.373881,C2
Metro,111.373881,C2
Metro,111.373881,C2
Outros,1.0,C2
Onibus,25.587912,C2
Onibus,25.587912,C2
Outros,1.0,C2
A pe,36.341544,D-E
A pe,36.341544,D-E
A pe,36.341544,D-E
A pe,36.341544,D-E
Escolar,70.89098100000001,D-E
Escolar,70.89098100000001,D-E
Trem,103.231281,B2
Trem,103.231281,B2
Outros,1.0,B2
Taxi,711.6996280000001,C1
Taxi,711.6996280000001,C1
Onibus,183.769887,D-E
Onibus,183.769887,D-E
Outros,1.0,C1
Onibus,183.769887,C2
Onibus,183.769887,C2
Outros,1.0,C1
Outros,1.0,C1
Onibus,423.96069000000006,C1
Onibus,423.96069000000006,C1
Onibus,423.96069000000006,C1
A pe,389.688222,C1
A pe,389.688222,C1
A pe,389.688222,C1
A pe,389.688222,C1
A pe,217.634242,C1
A pe,217.634242,C1
A pe,329.498663,C1
A pe,329.498663,C1
A pe,329.498663,C1
A pe,329.498663,C1
Carro,389.688222,C2
Carro,389.688222,C2
A pe,389.688222,C2
A pe,389.688222,C2
A pe,389.688222,C2
A pe,389.688222,C2
A pe,217.634242,C2
A pe,217.634242,C2
A pe,168.914153,C2
A pe,168.914153,C2
A pe,217.634242,C2
A pe,217.634242,C2
Outros,1.0,C1
Onibus,423.96069000000006,C1
Onibus,423.96069000000006,C1
Onibus,423.96069000000006,C1
Onibus,423.96069000000006,C1
Outros,1.0,C2
Trem,155.953502,C2
Trem,155.953502,C2
Onibus,137.799212,C2
Onibus,137.799212,C2
A pe,389.688222,C1
A pe,389.688222,C1
A pe,126.659691,C1
A pe,126.659691,C1
Metro,168.914153,C2
Metro,168.914153,C2
A pe,168.914153,C2
A pe,168.914153,C2
Metro,168.914153,C2
Metro,168.914153,C2
Metro,111.373881,C2
Metro,111.373881,C2
Metro,111.373881,C2
Metro,111.373881,C2
Metro,256.941702,C1
Onibus,279.539321,C1
Bike,161.546623,C1
Bike,161.546623,C1
A pe,83.513319,C1
A pe,83.513319,C1
Outros,1.0,C1
A pe,83.513319,C1
A pe,83.513319,C1
A pe,256.941702,C1
A pe,256.941702,C1
A pe,256.941702,C1
A pe,256.941702,C1
A pe,256.941702,C1
A pe,217.255597,C1
A pe,217.255597,C1
Outros,1.0,B2
Moto,256.941702,B2
Moto,256.941702,B2
Onibus,90.858184,B2
Onibus,90.858184,B2
Metro,256.941702,C2
Metro,256.941702,C2
A pe,256.941702,C2
Metro,469.26056100000005,C2
Metro,469.26056100000005,C2
Metro,256.941702,C1
Metro,256.941702,C1
Metro,256.941702,C1
Metro,256.941702,C1
A pe,111.373881,C2
A pe,111.373881,C2
A pe,111.373881,C2
A pe,111.373881,C2
A pe,217.255597,C2
A pe,217.255597,C2
Metro,256.941702,C1
Metro,256.941702,C1
A pe,256.941702,B2
Taxi,256.941702,B2
Metro,256.941702,C2
Metro,256.941702,C2
Outros,1.0,C2
Escolar,143.497569,C2
Escolar,143.497569,C2
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C2
A pe,111.373881,C2
A pe,111.373881,C2
A pe,111.373881,C2
A pe,111.373881,C2
A pe,111.373881,C2
A pe,111.373881,C2
A pe,143.497569,C2
A pe,143.497569,C2
A pe,217.255597,C2
A pe,217.255597,C2
Metro,111.373881,B2
Metro,111.373881,B2
Outros,1.0,B2
Metro,256.941702,B2
Metro,256.941702,B2
Carro,256.941702,B2
Carro,256.941702,B2
Onibus,279.539321,B2
Metro,256.941702,B2
Metro,256.941702,B2
A pe,256.941702,B2
A pe,256.941702,B2
Onibus,279.539321,B2
Onibus,279.539321,B2
Onibus,279.539321,B2
Metro,111.373881,B2
Metro,111.373881,B2
Metro,111.373881,B2
Trem,316.367091,B2
Trem,316.367091,B2
A pe,256.941702,C1
A pe,256.941702,C1
Outros,1.0,C1
A pe,143.497569,C1
A pe,143.497569,C1
A pe,256.941702,C1
A pe,256.941702,C1
A pe,256.941702,C1
A pe,256.941702,C1
A pe,143.497569,C1
A pe,143.497569,C1
A pe,256.941702,C2
Onibus,279.539321,C2
Onibus,279.539321,C2
Carro,256.941702,C2
Onibus,156.117955,C2
Onibus,156.117955,C2
Onibus,156.117955,C2
Onibus,156.117955,C2
Onibus,90.858184,C2
Onibus,90.858184,C2
Metro,83.513319,C2
Onibus,279.539321,C2
Onibus,279.539321,C2
A pe,111.373881,C2
A pe,111.373881,C2
A pe,111.373881,C2
A pe,111.373881,C2
Metro,256.941702,B2
Metro,256.941702,B2
Onibus,279.539321,C2
A pe,256.941702,C2
A pe,256.941702,C2
Onibus,279.539321,C2
A pe,111.373881,C2
A pe,111.373881,C2
Taxi,256.941702,C2
Onibus,279.539321,C2
Outros,1.0,C2
A pe,469.26056100000005,D-E
A pe,469.26056100000005,D-E
Metro,469.26056100000005,D-E
Onibus,510.53129,D-E
A pe,469.26056100000005,D-E
A pe,469.26056100000005,D-E
Onibus,279.539321,C1
Onibus,279.539321,C1
Outros,1.0,C1
A pe,111.373881,C1
A pe,111.373881,C1
A pe,111.373881,C1
A pe,111.373881,C1
Metro,256.941702,C1
Metro,256.941702,C1
A pe,111.373881,C1
A pe,111.373881,C1
A pe,72.361139,C2
A pe,72.361139,C2
A pe,72.361139,C2
A pe,72.361139,C2
A pe,72.361139,C1
A pe,72.361139,C1
Outros,23.519416,C1
Outros,23.519416,C1
A pe,72.361139,C1
A pe,72.361139,C1
A pe,72.361139,C2
A pe,72.361139,C2
A pe,92.168587,D-E
A pe,92.168587,D-E
A pe,74.249483,D-E
A pe,74.249483,D-E
Onibus,100.274669,D-E
Onibus,100.274669,D-E
Outros,1.0,D-E
Outros,1.0,D-E
A pe,74.249483,D-E
A pe,74.249483,D-E
Outros,1.0,D-E
Onibus,100.274669,C1
Onibus,100.274669,C1
Outros,1.0,C1
Metro,92.168587,C1
Metro,92.168587,C1
Onibus,100.274669,C1
Onibus,100.274669,C1
A pe,92.168587,B2
A pe,92.168587,B2
A pe,92.168587,B2
A pe,92.168587,B2
A pe,82.688676,B2
A pe,82.688676,B2
A pe,82.688676,B2
A pe,82.688676,B2
A pe,92.168587,C1
A pe,92.168587,C1
A pe,92.168587,C1
A pe,92.168587,C1
A pe,92.168587,C1
A pe,92.168587,C1
Carro,50.192409000000005,C2
Carro,50.192409000000005,C2
Carro,50.192409000000005,C2
Carro,50.192409000000005,C2
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C2
Onibus,54.606752,B2
Onibus,54.606752,B2
Onibus,54.606752,B2
Onibus,54.606752,B2
Onibus,344.757279,B2
Onibus,344.757279,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,ND
Metro,210.360126,C1
Metro,210.360126,C1
Metro,210.360126,C1
Metro,210.360126,C1
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,C1
Outros,1.0,B1
Metro,144.041245,B1
Metro,144.041245,B1
Onibus,156.70944699999998,B1
Onibus,156.70944699999998,B1
Onibus,100.274669,D-E
Onibus,100.274669,D-E
A pe,82.688676,C2
A pe,82.688676,C2
Outros,1.0,C2
Outros,1.0,C2
A pe,82.688676,C2
A pe,82.688676,C2
A pe,92.168587,B2
A pe,92.168587,B2
A pe,92.168587,B2
A pe,92.168587,B2
A pe,92.168587,B2
A pe,92.168587,B2
A pe,92.168587,B2
A pe,92.168587,B2
Outros,1.0,B2
A pe,92.168587,C1
A pe,92.168587,C1
Outros,1.0,C1
A pe,74.249483,C1
A pe,74.249483,C1
Metro,74.249483,C1
Metro,74.249483,C1
A pe,74.249483,C1
A pe,74.249483,C1
Outros,1.0,C1
Metro,82.688676,B2
Metro,82.688676,B2
Metro,82.688676,B2
A pe,82.688676,B2
A pe,82.688676,B2
A pe,82.688676,B2
A pe,82.688676,C2
A pe,82.688676,C2
A pe,234.477033,C2
A pe,234.477033,C2
A pe,234.477033,C2
A pe,234.477033,C2
A pe,234.477033,C2
A pe,234.477033,C2
A pe,234.477033,C2
A pe,234.477033,C2
Onibus,205.503455,C2
Onibus,205.503455,C2
A pe,210.360126,C2
Metro,210.360126,C2
A pe,210.360126,C2
Metro,210.360126,C2
A pe,210.360126,C2
A pe,210.360126,C2
A pe,210.360126,C2
Metro,210.360126,C2
A pe,210.360126,C2
Metro,210.360126,C2
Outros,1.0,B1
A pe,234.477033,B1
A pe,234.477033,B1
A pe,127.689568,B1
A pe,127.689568,B1
A pe,234.477033,B2
A pe,234.477033,B2
A pe,234.477033,B2
A pe,234.477033,B2
A pe,234.477033,B2
A pe,234.477033,B2
A pe,234.477033,B2
A pe,234.477033,B2
Outros,1.0,B2
Metro,127.689568,ND
Metro,127.689568,ND
Metro,234.477033,ND
Metro,234.477033,ND
Outros,1.0,C1
Metro,210.360126,C1
Onibus,228.860969,C1
A pe,234.477033,C1
A pe,234.477033,C1
Outros,1.0,C2
Bike,340.106426,C2
Bike,340.106426,C2
A pe,1278.269048,C2
A pe,1278.269048,C2
Metro,234.477033,C1
A pe,234.477033,C1
A pe,234.477033,C1
Metro,234.477033,C1
A pe,234.477033,C1
A pe,234.477033,C1
A pe,127.689568,C1
A pe,127.689568,C1
A pe,234.477033,C1
A pe,234.477033,C1
Trem,288.706801,B1
Trem,288.706801,B1
Carro,234.477033,ND
A pe,234.477033,ND
A pe,234.477033,ND
Carro,234.477033,ND
Metro,234.477033,ND
Metro,234.477033,ND
A pe,127.689568,B1
A pe,127.689568,B1
Onibus,138.91966499999998,B1
A pe,127.689568,B1
Metro,127.689568,B1
Metro,127.689568,B1
Metro,234.477033,B1
Metro,234.477033,B1
A pe,210.360126,B1
A pe,210.360126,B1
A pe,210.360126,B1
A pe,210.360126,B1
Metro,188.890805,B1
Metro,188.890805,B1
Carro,234.477033,B1
A pe,234.477033,B1
A pe,234.477033,B1
Carro,234.477033,B1
Outros,1.0,B1
A pe,188.890805,B1
A pe,188.890805,B1
Outros,1.0,B1
Outros,1.0,B1
Moto,234.477033,B1
Moto,234.477033,B1
Metro,210.360126,B1
Onibus,228.860969,B1
Metro,210.360126,B1
Outros,1.0,B1
Onibus,138.91966499999998,B2
Onibus,138.91966499999998,B2
Carro,127.689568,B2
Carro,127.689568,B2
Onibus,255.09892,B2
Onibus,255.09892,B2
Carro,234.477033,B2
Carro,234.477033,B2
Escolar,188.890805,B2
Escolar,188.890805,B2
Carro,234.477033,B2
Carro,234.477033,B2
Outros,1.0,C1
A pe,144.041245,C1
A pe,144.041245,C1
A pe,144.041245,C1
A pe,144.041245,C1
A pe,144.041245,C1
A pe,144.041245,C1
A pe,78.440793,C1
A pe,78.440793,C1
A pe,785.2516019999999,C1
A pe,785.2516019999999,C1
Carro,144.041245,B2
Carro,144.041245,B2
Carro,144.041245,B2
Outros,1.0,B2
Metro,144.041245,B2
A pe,144.041245,B2
A pe,144.041245,B2
Metro,144.041245,B2
Carro,144.041245,B2
Carro,144.041245,B2
Carro,144.041245,B2
Metro,129.226023,B2
Trem,159.113374,B2
Metro,129.226023,B2
Outros,1.0,C1
Outros,1.0,C1
Moto,144.041245,C1
Moto,144.041245,C1
A pe,144.041245,C1
A pe,144.041245,C1
Outros,1.0,B1
Outros,1.0,B1
Outros,1.0,B2
Outros,1.0,B2
Metro,78.440793,C1
Metro,78.440793,C1
A pe,144.041245,B2
A pe,144.041245,B2
Onibus,156.70944699999998,B2
Onibus,156.70944699999998,B2
Outros,1.0,B2
A pe,78.440793,B2
A pe,78.440793,B2
Metro,144.041245,C1
Metro,144.041245,C1
Onibus,156.70944699999998,C1
Metro,129.226023,C1
Metro,129.226023,C1
Metro,129.226023,C1
Metro,129.226023,C1
Onibus,140.591249,C1
Outros,1.0,C1
A pe,129.226023,C1
A pe,129.226023,C1
A pe,129.226023,C1
A pe,129.226023,C1
A pe,129.226023,C1
A pe,129.226023,C1
A pe,495.232427,C1
A pe,495.232427,C1
Metro,144.041245,B2
Outros,1.0,B2
Taxi,144.041245,C1
Taxi,144.041245,C1
A pe,144.041245,C1
A pe,144.041245,C1
A pe,144.041245,C1
Taxi,78.440793,C2
Taxi,78.440793,C2
Metro,78.440793,B2
Metro,78.440793,B2
A pe,159.37573799999998,C2
A pe,159.37573799999998,C2
A pe,159.37573799999998,C2
A pe,159.37573799999998,C2
A pe,188.600562,C2
A pe,188.600562,C2
A pe,188.600562,C2
A pe,188.600562,C2
Outros,1.0,C1
A pe,159.37573799999998,C1
A pe,159.37573799999998,C1
A pe,125.319516,C1
A pe,125.319516,C1
Carro,159.37573799999998,C1
A pe,159.37573799999998,C1
A pe,159.37573799999998,C1
Carro,159.37573799999998,C1
A pe,159.37573799999998,C1
A pe,159.37573799999998,C1
A pe,159.37573799999998,C1
A pe,159.37573799999998,C1
A pe,159.37573799999998,C1
A pe,159.37573799999998,C1
A pe,159.37573799999998,C1
Bike,232.298098,C1
Bike,232.298098,C1
A pe,160.151543,C1
A pe,160.151543,C1
Onibus,90.432332,C2
Trem,102.346295,C2
Escolar,83.52651,C2
Escolar,83.52651,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,98.364003,D-E
A pe,98.364003,D-E
Outros,1.0,C1
Outros,1.0,C1
Onibus,90.432332,C1
Onibus,90.432332,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.52651,C1
A pe,83.52651,C1
A pe,110.680723,C1
A pe,110.680723,C1
Carro,110.680723,C1
Carro,110.680723,C1
Carro,110.680723,C1
Onibus,90.432332,C1
Carro,83.121892,C1
Carro,83.121892,C1
Onibus,107.014963,C1
Onibus,107.014963,C1
Onibus,90.432332,D-E
Onibus,90.432332,D-E
Onibus,90.432332,D-E
A pe,83.121892,D-E
Onibus,120.414919,D-E
Onibus,120.414919,D-E
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,45.114631,B2
A pe,45.114631,B2
A pe,45.114631,B2
A pe,45.114631,B2
A pe,38.12384,B2
A pe,38.12384,B2
Carro,38.12384,B2
A pe,38.12384,B2
A pe,38.12384,B2
Carro,38.12384,B2
Metro,38.12384,B2
Metro,38.12384,B2
A pe,38.12384,B2
A pe,38.12384,B2
A pe,59.620896,B2
A pe,59.620896,B2
A pe,38.12384,C1
A pe,38.12384,C1
Bike,55.298221,C1
Bike,55.298221,C1
Outros,1.0,C2
Outros,1.0,C2
Taxi,45.114631,C2
Taxi,45.114631,C2
Taxi,45.114631,C2
Moto,38.12384,C1
Moto,38.12384,C1
Moto,38.12384,C1
Taxi,38.12384,B1
Taxi,38.12384,B1
A pe,38.12384,B1
A pe,38.12384,B1
A pe,38.12384,B1
Carro,38.12384,B1
Carro,38.12384,B1
Carro,38.12384,B1
Carro,38.12384,B1
Carro,38.12384,B1
Carro,38.12384,B1
Taxi,38.309418,B1
Carro,38.309418,B1
Carro,38.309418,B1
Carro,38.309418,B1
Carro,38.309418,B1
Carro,38.12384,B1
Carro,38.12384,B1
A pe,38.12384,B1
A pe,38.12384,B1
Metro,38.12384,B1
Metro,38.12384,B1
A pe,59.620896,B1
A pe,59.620896,B1
A pe,29.977343,B1
A pe,29.977343,B1
Onibus,32.613803000000004,B1
Onibus,32.613803000000004,B1
A pe,29.977343,B1
A pe,29.977343,B1
Onibus,173.392584,D-E
Onibus,173.392584,D-E
Outros,1.0,C1
A pe,159.37573799999998,C1
A pe,159.37573799999998,C1
A pe,159.37573799999998,B2
Onibus,173.392584,B2
Onibus,173.392584,B2
Carro,159.37573799999998,B2
Carro,159.37573799999998,B2
Carro,159.37573799999998,B2
Carro,159.37573799999998,B2
Carro,159.37573799999998,B2
Carro,159.37573799999998,B2
A pe,125.319516,B2
Metro,125.319516,B2
Metro,125.319516,B2
Outros,1.0,C2
A pe,159.37573799999998,C2
A pe,159.37573799999998,C2
A pe,159.37573799999998,C2
A pe,159.37573799999998,C2
A pe,125.319516,C2
A pe,125.319516,C2
Moto,83.121892,B2
A pe,83.121892,B2
A pe,83.121892,B2
Moto,83.121892,B2
Escolar,83.52651,B2
Escolar,83.52651,B2
Onibus,90.872536,B2
Onibus,90.872536,B2
Onibus,90.872536,B2
Onibus,90.872536,B2
Onibus,71.108289,B2
Onibus,71.108289,B2
Onibus,90.432332,B2
Onibus,90.432332,B2
Outros,1.0,C2
A pe,98.364003,C2
A pe,98.364003,C2
A pe,98.364003,C2
A pe,98.364003,C2
A pe,83.52651,C2
A pe,83.52651,C2
Outros,1.0,C1
A pe,83.52651,C1
A pe,83.52651,C1
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,129.992197,C2
A pe,129.992197,C2
A pe,83.52651,C2
A pe,83.52651,C2
Onibus,90.432332,B1
A pe,83.121892,B1
A pe,83.121892,B1
Metro,83.121892,B1
Outros,1.0,B1
Outros,1.0,B1
Carro,83.121892,B1
Carro,83.121892,B1
Outros,1.0,D-E
A pe,98.364003,D-E
A pe,98.364003,D-E
Outros,1.0,D-E
A pe,83.121892,B1
A pe,83.121892,B1
A pe,98.364003,B1
A pe,98.364003,B1
A pe,98.364003,B1
A pe,98.364003,B1
A pe,98.364003,B1
A pe,98.364003,B1
A pe,83.121892,B1
A pe,83.121892,B1
Carro,110.680723,C1
Carro,110.680723,C1
Carro,110.680723,C1
Carro,110.680723,C1
Carro,110.680723,C1
Carro,110.680723,C1
Carro,110.680723,C1
Metro,83.121892,B1
A pe,83.121892,B1
A pe,83.121892,B1
Metro,83.121892,B1
A pe,129.992197,B1
A pe,129.992197,B1
Outros,1.0,B1
A pe,83.52651,B1
A pe,83.52651,B1
A pe,83.121892,B1
A pe,83.121892,B1
Bike,120.567414,B1
Bike,120.567414,B1
A pe,83.121892,B1
A pe,83.121892,B1
A pe,83.121892,B1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
Onibus,71.108289,C1
Onibus,71.108289,C1
Outros,1.0,C2
A pe,110.680723,C2
A pe,110.680723,C2
A pe,110.680723,C2
A pe,110.680723,C2
Carro,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
Onibus,90.432332,B2
Onibus,90.432332,B2
A pe,98.364003,B2
A pe,98.364003,B2
A pe,98.364003,B2
A pe,98.364003,B2
Outros,1.0,B2
A pe,129.992197,B2
A pe,129.992197,B2
A pe,83.52651,B2
A pe,83.52651,B2
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
Metro,83.121892,C1
Onibus,90.432332,C1
Onibus,90.432332,C1
Onibus,90.432332,C1
Onibus,90.432332,C1
Onibus,90.432332,C1
Outros,1.0,C2
A pe,65.359981,C2
A pe,65.359981,C2
Onibus,90.432332,C2
A pe,83.121892,C2
A pe,83.52651,C2
A pe,83.52651,C2
A pe,98.364003,D-E
A pe,98.364003,D-E
A pe,98.364003,D-E
A pe,98.364003,D-E
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,98.364003,C2
A pe,98.364003,C2
A pe,98.364003,C2
A pe,98.364003,C2
A pe,98.364003,C2
A pe,98.364003,C2
A pe,129.992197,C2
A pe,129.992197,C2
A pe,65.359981,C2
A pe,65.359981,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
A pe,83.121892,C2
Outros,1.0,C2
A pe,83.52651,C2
A pe,83.52651,C2
A pe,83.52651,C2
A pe,83.52651,C2
Outros,1.0,C2
A pe,110.680723,C2
A pe,110.680723,C2
Onibus,120.414919,C2
Onibus,120.414919,C2
Carro,83.121892,B2
Carro,83.121892,B2
Carro,83.121892,B2
Carro,83.121892,B2
Carro,98.364003,B2
Carro,98.364003,B2
Outros,1.0,B2
Carro,98.364003,B2
Carro,98.364003,B2
Metro,110.680723,D-E
Metro,110.680723,D-E
Metro,110.680723,D-E
Metro,110.680723,D-E
Outros,1.0,B2
Taxi,83.121892,B2
Taxi,83.121892,B2
Taxi,83.121892,B2
Taxi,83.121892,B2
Outros,1.0,B2
Outros,1.0,C1
Outros,1.0,C1
A pe,83.121892,B2
A pe,83.121892,B2
A pe,65.359981,B2
A pe,65.359981,B2
A pe,83.121892,B2
A pe,83.121892,B2
A pe,83.121892,C1
A pe,83.121892,C1
A pe,98.364003,C1
A pe,98.364003,C1
Onibus,107.014963,C1
Metro,98.364003,C1
Onibus,107.014963,C1
A pe,129.992197,C1
A pe,129.992197,C1
Escolar,83.52651,C1
Escolar,83.52651,C1
A pe,83.52651,C1
A pe,83.52651,C1
A pe,65.359981,C1
A pe,65.359981,C1
A pe,83.121892,C1
A pe,83.121892,C1
A pe,38.12384,B2
A pe,38.12384,B2
A pe,38.12384,B2
A pe,38.12384,B2
Onibus,49.082392,B2
Onibus,49.082392,B2
A pe,45.114631,B2
A pe,45.114631,B2
Onibus,55.228279,B2
Onibus,55.228279,B2
Onibus,32.613803000000004,B2
Onibus,32.613803000000004,B2
A pe,29.977343,B2
A pe,29.977343,B2
A pe,38.309418,B2
A pe,38.309418,B2
A pe,38.12384,B2
A pe,38.12384,B2
A pe,38.12384,B2
A pe,38.12384,B2
Carro,45.114631,C1
Carro,45.114631,C1
Carro,45.114631,C1
Carro,45.114631,C1
Carro,45.114631,C1
Carro,38.12384,C1
Carro,38.12384,C1
Carro,38.12384,C1
Carro,38.309418,C1
Carro,38.309418,C1
A pe,45.114631,D-E
A pe,45.114631,D-E
A pe,45.114631,D-E
A pe,45.114631,D-E
A pe,45.114631,D-E
A pe,45.114631,D-E
A pe,45.114631,D-E
A pe,45.114631,D-E
Escolar,38.309418,D-E
Escolar,38.309418,D-E
A pe,59.620896,D-E
A pe,59.620896,D-E
A pe,50.763692,B2
A pe,50.763692,B2
A pe,50.763692,B2
A pe,50.763692,B2
A pe,38.12384,B1
A pe,38.12384,B1
A pe,45.114631,B1
A pe,45.114631,B1
Onibus,41.476771,B1
Onibus,41.476771,B1
A pe,38.12384,B1
A pe,39.656483,C1
A pe,39.656483,C1
Metro,60.399317,C1
Metro,60.399317,C1
Bike,57.521304,C2
Bike,57.521304,C2
Bike,57.521304,C2
Bike,57.521304,C2
A pe,39.656483,C2
A pe,39.656483,C2
A pe,39.656483,C2
Outros,55.333034,C2
A pe,55.333034,C2
A pe,55.333034,C2
Outros,41.029933,C2
Outros,41.029933,C2
A pe,41.029933,C2
A pe,41.029933,C2
Metro,39.656483,C1
Metro,39.656483,C1
Metro,39.656483,C1
Metro,39.656483,C1
A pe,30.354302,D-E
A pe,30.354302,D-E
A pe,30.354302,D-E
A pe,30.354302,D-E
A pe,55.333034,D-E
A pe,55.333034,D-E
Metro,30.354302,D-E
Metro,30.354302,D-E
Outros,1.0,D-E
A pe,30.354302,D-E
A pe,30.354302,D-E
A pe,30.354302,D-E
A pe,30.354302,D-E
A pe,30.354302,D-E
A pe,30.354302,D-E
A pe,41.029933,D-E
A pe,41.029933,D-E
A pe,55.333034,D-E
A pe,55.333034,D-E
Onibus,94.024781,C1
Metro,86.423932,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C1
Onibus,64.772237,C1
Onibus,64.772237,C1
Onibus,100.390451,C1
Metro,92.275009,C1
A pe,140.54064,C1
A pe,140.54064,C1
A pe,140.54064,C1
A pe,140.54064,C1
A pe,70.630154,C1
A pe,70.630154,C1
Onibus,218.782325,B2
Onibus,218.782325,B2
Carro,92.275009,B2
A pe,92.275009,B2
A pe,92.275009,B2
Carro,92.275009,B2
Outros,1.0,B2
A pe,92.275009,C1
A pe,92.275009,C1
Metro,92.275009,C1
Metro,92.275009,C1
A pe,92.275009,C2
A pe,92.275009,C2
Metro,92.275009,C2
Metro,92.275009,C2
A pe,92.275009,C2
A pe,92.275009,C2
Metro,95.470833,C2
Metro,95.470833,C2
