data,id,data,volume,chuva,tempMax,diff,medMov.chuva,medMov.diff,medMov.temp
2021-10-27,7971,2021-10-27,273.3866,10.6,24,-0.29248,6.053333,-0.5292027,24.2
2021-10-28,7972,2021-10-28,273.079,6.0,24,-0.30758,6.046667,-0.491326,24.0
2021-10-29,7973,2021-10-29,274.7516,11.4,25,1.67261,6.8,-0.2605793,23.6
2021-10-30,7974,2021-10-30,275.2131,0.1,26,0.46152,6.693333,-0.1172233,23.33333
2021-10-31,7975,2021-10-31,275.8377,6.8,20,0.62461,6.04,-0.083918,22.86667
2021-11-01,7976,2021-11-01,277.3793,20.45,24,1.54161,7.103333,0.044006,23.2
2021-11-02,7977,2021-11-02,279.3776,8.1,24,1.99823,6.996667,0.2149813,23.66667
2021-11-03,7978,2021-11-03,279.9581,0.0,24,0.58059,6.35,0.1606887,24.13333
2021-11-04,7979,2021-11-04,279.7302,0.0,28,-0.22795,6.11,0.1564433,24.86667
2021-11-05,7980,2021-11-05,278.9816,0.0,28,-0.74865,6.11,0.1148587,25.26667
2021-11-06,7981,2021-11-06,277.9071,0.0,29,-1.07441,6.11,0.1000033,25.46667
2021-11-07,7982,2021-11-07,276.6429,0.0,27,-1.26425,6.11,0.1083227,25.13333
2021-11-08,7983,2021-11-08,275.1812,0.0,26,-1.46168,4.37,0.01854133,25.06667
2021-11-09,7984,2021-11-09,273.4369,0.0,21,-1.74428,4.23,-0.09005333,25.13333
2021-11-10,7985,2021-11-10,271.6148,0.0,24,-1.82214,4.23,-0.1376167,24.93333
2021-11-11,7986,2021-11-11,269.7189,0.1,19,-1.89586,3.53,-0.2445087,24.6
2021-11-12,7987,2021-11-12,268.2482,3.8,19,-1.47076,3.383333,-0.322054,24.26667
2021-11-13,7988,2021-11-13,266.5582,0.0,22,-1.69002,2.623333,-0.5462293,24.06667
2021-11-14,7989,2021-11-14,264.5354,0.0,26,-2.02276,2.616667,-0.711848,24.06667
2021-11-15,7990,2021-11-15,262.6968,0.0,28,-1.83864,2.163333,-0.8760647,24.6
2021-11-16,7991,2021-11-16,260.9586,0.0,29,-1.73817,0.8,-1.094717,24.93333
2021-11-17,7992,2021-11-17,259.1334,0.0,32,-1.8252,0.26,-1.349612,25.46667
2021-11-18,7993,2021-11-18,257.0745,0.0,24,-2.05892,0.26,-1.525579,25.46667
2021-11-19,7994,2021-11-19,257.8554,30.4,22,0.78094,2.286667,-1.45832,25.06667
2021-11-20,7995,2021-11-20,261.0982,9.1,21,3.24276,2.893333,-1.192226,24.6
2021-11-21,7996,2021-11-21,261.8665,0.0,21,0.7683,2.893333,-1.069379,24.06667
2021-11-22,7997,2021-11-22,262.098,0.0,29,0.23155,2.893333,-0.9696587,24.2
2021-11-23,7998,2021-11-23,261.7518,0.0,33,-0.3462,2.893333,-0.8952933,24.66667
2021-11-24,7999,2021-11-24,260.396,0.0,26,-1.35578,2.893333,-0.8693933,25.0
2021-11-25,8000,2021-11-25,259.1055,0.0,31,-1.29053,2.893333,-0.8339527,25.46667
2021-11-26,8001,2021-11-26,257.6468,0.3,25,-1.45869,2.906667,-0.804808,25.86667
2021-11-27,8002,2021-11-27,256.6837,6.2,29,-0.96308,3.066667,-0.7709627,26.53333
2021-11-28,8003,2021-11-28,255.2697,0.0,30,-1.41404,3.066667,-0.752564,27.06667
2021-11-29,8004,2021-11-29,253.8494,0.0,33,-1.42025,3.066667,-0.7123967,27.53333
2021-11-30,8005,2021-11-30,255.3011,33.1,29,1.45164,5.273333,-0.4930447,27.6
2021-12-01,8006,2021-12-01,254.9124,0.35,28,-0.38864,5.296667,-0.403076,27.53333
2021-12-02,8007,2021-12-02,254.0639,0.0,28,-0.84857,5.296667,-0.3379673,27.26667
2021-12-03,8008,2021-12-03,253.3599,5.9,24,-0.70399,5.69,-0.2476387,27.26667
2021-12-04,8009,2021-12-04,251.8305,0.0,27,-1.52938,3.663333,-0.40166,27.6
2021-12-05,8010,2021-12-05,249.8943,0.0,29,-1.93616,3.056667,-0.7469213,28.13333
2021-12-06,8011,2021-12-06,248.3079,0.5,26,-1.58646,3.09,-0.9039053,28.46667
2021-12-07,8012,2021-12-07,247.4318,0.2,19,-0.87606,3.103333,-0.977746,27.8
2021-12-08,8013,2021-12-08,246.5044,2.6,20,-0.9274,3.276667,-1.016493,26.93333
2021-12-09,8014,2021-12-09,245.7955,0.0,23,-0.70896,3.276667,-0.9733713,26.73333
2021-12-10,8015,2021-12-10,244.3377,0.0,26,-1.45771,3.276667,-0.9845167,26.4
2021-12-11,8016,2021-12-11,242.9476,0.0,32,-1.3902,3.256667,-0.9799507,26.86667
2021-12-12,8017,2021-12-12,241.4537,0.0,32,-1.49385,2.843333,-1.015335,27.06667
2021-12-13,8018,2021-12-13,240.1787,2.8,29,-1.27498,3.03,-1.006065,27.0
2021-12-14,8019,2021-12-14,239.6974,7.8,28,-0.48128,3.55,-0.9434667,26.66667
2021-12-15,8020,2021-12-15,239.6168,11.1,26,-0.08062,2.083333,-1.045617,26.46667
2021-12-16,8021,2021-12-16,239.0181,9.8,29,-0.59874,2.713333,-1.059624,26.53333
2021-12-17,8022,2021-12-17,242.9809,34.8,26,3.96279,5.033333,-0.7388667,26.4
2021-12-18,8023,2021-12-18,247.2322,7.4,25,4.25129,5.133333,-0.4085147,26.46667
2021-12-19,8024,2021-12-19,248.5293,0.0,23,1.29713,5.133333,-0.2200807,26.2
2021-12-20,8025,2021-12-20,249.7736,0.0,27,1.24428,5.133333,-0.008051333,26.06667
2021-12-21,8026,2021-12-21,250.1069,0.0,31,0.33335,5.1,0.119936,26.4
2021-12-22,8027,2021-12-22,249.5388,0.3,31,-0.56811,5.106667,0.140466,27.2
2021-12-23,8028,2021-12-23,248.7003,5.4,22,-0.83847,5.293333,0.1463947,27.33333
2021-12-24,8029,2021-12-24,247.7988,0.3,22,-0.90159,5.313333,0.1335527,27.26667
2021-12-25,8030,2021-12-25,246.8296,0.0,27,-0.96915,5.313333,0.1661233,27.33333
2021-12-26,8031,2021-12-26,245.6785,0.0,31,-1.15113,5.313333,0.1820613,27.26667
2021-12-27,8032,2021-12-27,244.2956,0.0,26,-1.38284,5.313333,0.189462,26.86667
2021-12-28,8033,2021-12-28,243.7863,16.3,27,-0.50932,6.213333,0.240506,26.73333
2021-12-29,8034,2021-12-29,243.925,7.6,29,0.13865,6.2,0.2818347,26.8
2021-12-30,8035,2021-12-30,243.9467,13.7,23,0.02169,6.373333,0.2886553,26.6
2021-12-31,8036,2021-12-31,244.5258,9.7,23,0.57914,6.366667,0.3671807,26.2
2022-01-01,8037,2022-01-01,245.9754,15.85,26,1.44962,5.103333,0.199636,26.2
2022-01-02,8038,2022-01-02,248.2133,14.2,28,2.23787,5.556667,0.065408,26.4
2022-01-03,8039,2022-01-03,249.8095,0.9,30,1.5962,5.616667,0.085346,26.86667
2022-01-04,8040,2022-01-04,250.5709,2.4,28,0.76142,5.776667,0.05315533,26.93333
2022-01-05,8041,2022-01-05,252.0067,9.6,26,1.43576,6.416667,0.1266493,26.6
2022-01-06,8042,2022-01-06,256.0462,29.3,27,4.0395,8.35,0.4338233,26.33333
2022-01-07,8043,2022-01-07,262.6238,22.7,22,6.57766,9.503333,0.928232,26.33333
2022-01-08,8044,2022-01-08,266.4417,1.7,21,3.8179,9.596667,1.242865,26.26667
2022-01-09,8045,2022-01-09,269.7169,1.2,20,3.27523,9.676667,1.525823,25.8
2022-01-10,8046,2022-01-10,273.0306,8.5,24,3.31369,10.24333,1.823478,25.33333
2022-01-11,8047,2022-01-11,275.6386,0.1,24,2.60797,10.25,2.089532,25.2
2022-01-12,8048,2022-01-12,278.9385,11.3,27,3.29991,9.916667,2.343481,25.2
2022-01-13,8049,2022-01-13,282.9586,13.5,29,4.02006,10.31,2.602241,25.2
2022-01-14,8050,2022-01-14,286.6097,3.9,29,3.65114,9.656667,2.844205,25.6
2022-01-15,8051,2022-01-15,289.6009,2.6,29,2.99121,9.183333,3.005009,26.0
2022-01-16,8052,2022-01-16,290.404,0.0,30,0.80307,8.126667,2.961906,26.26667
2022-01-17,8053,2022-01-17,292.0026,2.7,30,1.59862,7.36,2.919289,26.4
2022-01-18,8054,2022-01-18,293.6048,4.8,33,1.60214,7.62,2.919685,26.6
2022-01-19,8055,2022-01-19,294.4227,10.9,32,0.81795,8.186667,2.923454,26.86667
2022-01-20,8056,2022-01-20,295.1953,4.8,32,0.77262,7.866667,2.879245,27.26667
2022-01-21,8057,2022-01-21,296.5208,10.8,30,1.3255,6.633333,2.698311,27.46667
2022-01-22,8058,2022-01-22,296.8886,0.0,32,0.36777,5.12,2.284319,28.13333
2022-01-23,8059,2022-01-23,296.2354,0.0,33,-0.65321,5.006667,1.986245,28.93333
2022-01-24,8060,2022-01-24,296.1286,0.2,33,-0.10677,4.94,1.760778,29.8
2022-01-25,8061,2022-01-25,296.4173,0.3,32,0.28863,4.393333,1.559107,30.33333
2022-01-26,8062,2022-01-26,297.8449,7.2,32,1.42769,4.866667,1.480422,30.86667
2022-01-27,8063,2022-01-27,298.6107,12.2,31,0.76572,4.926667,1.311476,31.13333
2022-01-28,8064,2022-01-28,301.1801,27.7,26,2.56942,5.873333,1.214767,30.93333
2022-01-29,8065,2022-01-29,305.9906,24.5,24,4.81053,7.246667,1.292059,30.6
2022-01-30,8066,2022-01-30,317.0168,53.7,23,11.02616,10.65333,1.827723,30.2
2022-01-31,8067,2022-01-31,329.6567,24.4,24,12.63988,12.28,2.616843,29.8
2022-02-01,8068,2022-02-01,338.8689,21.25,26,9.21224,13.51667,3.124418,29.53333
2022-02-02,8069,2022-02-02,345.6674,3.2,25,6.79849,13.41,3.470841,29.0
2022-02-03,8070,2022-02-03,354.7222,11.1,27,9.05486,13.42333,4.019969,28.66667
2022-02-04,8071,2022-02-04,362.3518,0.3,28,7.62955,13.12333,4.477097,28.4
2022-02-05,8072,2022-02-05,369.0373,5.3,30,6.68553,12.75667,4.834433,28.4
2022-02-06,8073,2022-02-06,375.9527,2.4,28,6.91536,12.91667,5.270939,28.13333
2022-02-07,8074,2022-02-07,386.2926,32.4,23,10.33994,15.07667,6.003815,27.46667
2022-02-08,8075,2022-02-08,396.9635,5.2,25,10.67086,15.41,6.722324,26.93333
2022-02-09,8076,2022-02-09,402.8456,0.0,25,5.88209,15.39,7.095221,26.46667
2022-02-10,8077,2022-02-10,407.4148,0.0,26,4.56924,14.91,7.304658,26.06667
2022-02-11,8078,2022-02-11,410.501,0.0,25,3.08623,14.09667,7.459359,25.66667
2022-02-12,8079,2022-02-12,412.7915,0.0,27,2.29048,12.25,7.440763,25.73333
2022-02-13,8080,2022-02-13,414.23,0.0,31,1.4385,10.61667,7.215961,26.2
2022-02-14,8081,2022-02-14,416.1169,0.0,32,1.8869,7.036667,6.606677,26.8
2022-02-15,8082,2022-02-15,417.7212,0.0,28,1.60431,5.41,5.870972,27.06667
2022-02-16,8083,2022-02-16,417.983,0.0,28,0.26179,3.993333,5.274275,27.2
2022-02-17,8084,2022-02-17,418.708,0.0,28,0.72502,3.78,4.869377,27.4
2022-02-18,8085,2022-02-18,419.5368,13.0,26,0.82875,3.906667,4.32097,27.33333
2022-02-19,8086,2022-02-19,420.1234,0.4,30,0.58661,3.913333,3.851441,27.46667
2022-02-20,8087,2022-02-20,421.0211,5.7,30,0.89765,3.94,3.465582,27.46667
2022-02-21,8088,2022-02-21,421.4959,6.0,31,0.47487,4.18,3.036216,27.66667
2022-02-22,8089,2022-02-22,421.5603,0.0,32,0.06441,2.02,2.351181,28.26667
2022-02-23,8090,2022-02-23,420.4964,0.3,32,-1.06391,1.693333,1.568863,28.73333
2022-02-24,8091,2022-02-24,420.4232,0.1,30,-0.07326,1.7,1.171839,29.06667
2022-02-25,8092,2022-02-25,420.6328,0.1,31,0.20968,1.706667,0.881202,29.4
2022-02-26,8093,2022-02-26,421.3093,0.0,31,0.67645,1.706667,0.72055,29.8
2022-02-27,8094,2022-02-27,421.9815,0.0,30,0.67218,1.706667,0.6126633,30.0
2022-02-28,8095,2022-02-28,422.0075,0.5,33,0.02604,1.74,0.5184993,30.13333
2022-03-01,8096,2022-03-01,422.3048,0.0,32,0.29734,1.74,0.4125287,30.13333
2022-03-02,8097,2022-03-02,422.8177,7.4,32,0.51286,2.233333,0.3397653,30.4
2022-03-03,8098,2022-03-03,422.6362,0.1,32,-0.18152,2.24,0.3102113,30.66667
2022-03-04,8099,2022-03-04,421.843,0.0,30,-0.79318,2.24,0.208998,30.8
2022-03-05,8100,2022-03-05,423.5164,8.9,32,1.67343,1.966667,0.26531,31.2
2022-03-06,8101,2022-03-06,423.1376,0.0,32,-0.37886,1.94,0.2009453,31.33333
2022-03-07,8102,2022-03-07,423.1407,6.3,32,0.00315,1.98,0.141312,31.46667
2022-03-08,8103,2022-03-08,422.9107,6.8,32,-0.23,2.033333,0.09432067,31.53333
2022-03-09,8104,2022-03-09,422.7695,0.1,30,-0.14123,2.04,0.08061133,31.4
2022-03-10,8105,2022-03-10,422.5445,0.35,32,-0.22496,2.043333,0.1365413,31.4
2022-03-11,8106,2022-03-11,422.7543,0.8,28,0.20972,2.09,0.1554067,31.26667
2022-03-12,8107,2022-03-12,423.1763,10.0,29,0.42207,2.75,0.169566,31.13333
2022-03-13,8108,2022-03-13,425.8887,6.4,28,2.71233,3.176667,0.3052913,30.93333
2022-03-14,8109,2022-03-14,428.6076,4.8,26,2.71889,3.496667,0.4417387,30.66667
2022-03-15,8110,2022-03-15,432.4621,4.5,27,3.85454,3.763333,0.696972,30.26667
2022-03-16,8111,2022-03-16,436.0027,8.7,29,3.5406,4.343333,0.9131893,30.06667
2022-03-17,8112,2022-03-17,439.76,7.3,31,3.75726,4.336667,1.129483,30.0
2022-03-18,8113,2022-03-18,441.0599,5.1,32,1.29998,4.67,1.228249,30.0
2022-03-19,8114,2022-03-19,442.2803,0.0,32,1.22039,4.67,1.362487,30.13333
2022-03-20,8115,2022-03-20,443.2479,4.1,22,0.96758,4.35,1.315431,29.46667
2022-03-21,8116,2022-03-21,444.7097,5.4,23,1.46177,4.71,1.438139,28.86667
2022-03-22,8117,2022-03-22,444.9103,0.1,26,0.20067,4.296667,1.451307,28.46667
2022-03-23,8118,2022-03-23,444.7195,0.0,29,-0.19088,3.843333,1.453915,28.26667
2022-03-24,8119,2022-03-24,444.4621,0.0,31,-0.2574,3.836667,1.446171,28.33333
2022-03-25,8120,2022-03-25,443.9511,0.0,31,-0.51093,3.813333,1.427106,28.26667
2022-03-26,8121,2022-03-26,443.5772,0.65,30,-0.37398,3.803333,1.388193,28.4
2022-03-27,8122,2022-03-27,445.647,13.2,28,2.06985,4.016667,1.498045,28.33333
2022-03-28,8123,2022-03-28,445.418,0.3,27,-0.22897,3.61,1.301958,28.26667
2022-03-29,8124,2022-03-29,444.9055,0.05,28,-0.51251,3.293333,1.086531,28.4
2022-03-30,8125,2022-03-30,444.8909,0.0,30,-0.01464,2.993333,0.828586,28.6
2022-03-31,8126,2022-03-31,444.4299,0.0,25,-0.46097,2.413333,0.5618147,28.33333
2022-04-01,8127,2022-04-01,444.4762,0.9,21,0.04634,1.986667,0.31442,27.66667
2022-04-02,8128,2022-04-02,444.651,0.2,22,0.1748,1.66,0.239408,27.0
2022-04-03,8129,2022-04-03,444.4241,0.1,28,-0.22698,1.666667,0.1429167,26.73333
2022-04-04,8130,2022-04-04,444.9121,0.0,31,0.48803,1.393333,0.1109467,27.33333
2022-04-05,8131,2022-04-05,444.5573,2.2,25,-0.35484,1.18,-0.01016067,27.46667
2022-04-06,8132,2022-04-06,444.6953,0.0,26,0.13807,1.173333,-0.014334,27.46667
2022-04-07,8133,2022-04-07,445.0906,0.0,26,0.39525,1.173333,0.02474133,27.26667
2022-04-08,8134,2022-04-08,444.688,0.0,31,-0.40263,1.173333,0.01505933,27.26667
2022-04-09,8135,2022-04-09,445.3415,8.15,30,0.65353,1.716667,0.09269,27.2
2022-04-10,8136,2022-04-10,445.379,0.1,27,0.03752,1.68,0.1201233,27.0
2022-04-11,8137,2022-04-11,444.8753,0.0,28,-0.50368,0.8,-0.05144533,27.0
2022-04-12,8138,2022-04-12,444.1724,0.0,29,-0.70289,0.78,-0.08304,27.13333
2022-04-13,8139,2022-04-13,443.7156,0.0,26,-0.45688,0.7766667,-0.07933133,27.0
2022-04-14,8140,2022-04-14,443.3734,0.1,26,-0.34217,0.7833333,-0.1011667,26.73333
2022-04-15,8141,2022-04-15,442.2906,1.5,21,-1.08279,0.8833333,-0.1426213,26.46667
2022-04-16,8142,2022-04-16,441.5085,0.0,21,-0.78206,0.8233333,-0.197848,26.46667
2022-04-17,8143,2022-04-17,440.6883,0.0,21,-0.8202,0.81,-0.2641813,26.4
2022-04-18,8144,2022-04-18,439.8929,0.0,22,-0.79546,0.8033333,-0.30208,26.0
2022-04-19,8145,2022-04-19,439.4883,0.0,25,-0.40454,0.8033333,-0.3615847,25.6
2022-04-20,8146,2022-04-20,438.7682,0.0,24,-0.72015,0.6566667,-0.3859387,25.53333
2022-04-21,8147,2022-04-21,438.1888,0.0,26,-0.57941,0.6566667,-0.4337707,25.53333
2022-04-22,8148,2022-04-22,437.5537,0.0,28,-0.63505,0.6566667,-0.5024573,25.66667
2022-04-23,8149,2022-04-23,437.0186,0.0,29,-0.53508,0.6566667,-0.5112873,25.53333
2022-04-24,8150,2022-04-24,436.3174,0.0,27,-0.70124,0.1133333,-0.6016053,25.33333
2022-04-25,8151,2022-04-25,435.6245,0.0,28,-0.69288,0.1066667,-0.6502987,25.4
2022-04-26,8152,2022-04-26,434.9078,0.0,30,-0.71671,0.1066667,-0.6645007,25.53333
2022-04-27,8153,2022-04-27,434.2702,0.0,30,-0.63761,0.1066667,-0.6601487,25.6
2022-04-28,8154,2022-04-28,433.5396,0.0,30,-0.73063,0.1066667,-0.6783987,25.86667
2022-04-29,8155,2022-04-29,432.6765,0.0,25,-0.86304,0.1,-0.7131233,25.8
2022-04-30,8156,2022-04-30,432.3962,0.5,22,-0.28031,0.03333333,-0.6596247,25.86667
2022-05-01,8157,2022-05-01,431.7244,1.05,29,-0.67185,0.1033333,-0.6522773,26.4
2022-05-02,8158,2022-05-02,431.2503,0.3,29,-0.47408,0.1233333,-0.6292027,26.93333
2022-05-03,8159,2022-05-03,430.4739,3.1,30,-0.77638,0.33,-0.6279307,27.46667
2022-05-04,8160,2022-05-04,429.814,0.9,22,-0.6599,0.39,-0.6449547,27.26667
2022-05-05,8161,2022-05-05,430.2041,11.5,19,0.39005,1.156667,-0.5709413,26.93333
2022-05-06,8162,2022-05-06,430.3184,0.0,20,0.11437,1.156667,-0.5246893,26.53333
2022-05-07,8163,2022-05-07,429.9702,0.0,18,-0.34827,1.156667,-0.5055707,25.86667
2022-05-08,8164,2022-05-08,429.3498,0.0,20,-0.62034,1.156667,-0.5112547,25.26667
2022-05-09,8165,2022-05-09,428.4844,0.0,23,-0.86544,1.156667,-0.5222013,25.0
2022-05-10,8166,2022-05-10,427.3577,0.0,23,-1.12668,1.156667,-0.5511213,24.66667
2022-05-11,8167,2022-05-11,426.0508,0.0,25,-1.30689,1.156667,-0.5904667,24.33333
2022-05-12,8168,2022-05-12,425.5381,6.7,23,-0.51268,1.603333,-0.582138,23.86667
2022-05-13,8169,2022-05-13,424.8426,0.1,24,-0.69551,1.61,-0.5797967,23.46667
2022-05-14,8170,2022-05-14,424.0792,0.0,24,-0.76347,1.61,-0.5731587,23.4
2022-05-15,8171,2022-05-15,423.3197,7.1,24,-0.7595,2.05,-0.6051047,23.53333
2022-05-16,8172,2022-05-16,423.1945,0.7,23,-0.12518,2.026667,-0.56866,23.13333
2022-05-17,8173,2022-05-17,422.2445,0.0,19,-0.94999,2.006667,-0.6003873,22.46667
2022-05-18,8174,2022-05-18,420.8873,0.0,13,-1.35717,1.8,-0.6391067,21.33333
2022-05-19,8175,2022-05-19,419.9323,0.0,14,-0.95496,1.74,-0.6587773,20.8
2022-05-20,8176,2022-05-20,418.6303,0.0,19,-1.30204,0.9733333,-0.7715833,20.8
2022-05-21,8177,2022-05-21,417.4159,0.05,20,-1.21443,0.9766667,-0.86017,20.8
2022-05-22,8178,2022-05-22,416.5908,0.0,21,-0.82509,0.9766667,-0.891958,21.0
2022-05-23,8179,2022-05-23,415.5534,0.05,23,-1.03737,0.98,-0.91976,21.2
2022-05-24,8180,2022-05-24,414.3177,0.0,24,-1.2357,0.98,-0.944444,21.26667
2022-05-25,8181,2022-05-25,413.0634,0.0,24,-1.25431,0.98,-0.9529527,21.33333
2022-05-26,8182,2022-05-26,411.7738,0.0,25,-1.28961,0.98,-0.9518007,21.33333
2022-05-27,8183,2022-05-27,410.6761,0.0,26,-1.09774,0.5333333,-0.9908047,21.53333
2022-05-28,8184,2022-05-28,409.7642,0.0,25,-0.91183,0.5266667,-1.005226,21.6
2022-05-29,8185,2022-05-29,408.8082,0.0,27,-0.95608,0.5266667,-1.018067,21.8
2022-05-30,8186,2022-05-30,407.5374,0.0,26,-1.2708,0.05333333,-1.052153,21.93333
2022-05-31,8187,2022-05-31,408.6616,24.6,18,1.12421,1.646667,-0.9688607,21.6
2022-06-01,8188,2022-06-01,409.1521,11.3,22,0.49051,2.4,-0.8728273,21.8
2022-06-02,8189,2022-06-02,409.8118,0.45,22,0.65968,2.43,-0.7383707,22.4
2022-06-03,8190,2022-06-03,409.4123,0.1,20,-0.39948,2.436667,-0.7013387,22.8
2022-06-04,8191,2022-06-04,409.1989,0.2,20,-0.21334,2.45,-0.6287587,22.86667
2022-06-05,8192,2022-06-05,408.5893,0.0,23,-0.60962,2.446667,-0.588438,23.06667
2022-06-06,8193,2022-06-06,408.2065,0.0,25,-0.3828,2.446667,-0.558952,23.33333
2022-06-07,8194,2022-06-07,407.6262,0.0,25,-0.58033,2.443333,-0.5284827,23.46667
2022-06-08,8195,2022-06-08,407.455,5.4,18,-0.1712,2.803333,-0.457516,23.06667
2022-06-09,8196,2022-06-09,406.5851,2.7,20,-0.86985,2.983333,-0.4318853,22.8
2022-06-10,8197,2022-06-10,407.03,6.5,22,0.44486,3.416667,-0.316254,22.6
2022-06-11,8198,2022-06-11,407.0272,2.4,17,-0.00274,3.576667,-0.243254,22.0
2022-06-12,8199,2022-06-12,406.3373,0.1,19,-0.68997,3.583333,-0.2284633,21.6
2022-06-13,8200,2022-06-13,405.5999,0.0,22,-0.73733,3.583333,-0.21388,21.26667
2022-06-14,8201,2022-06-14,404.6415,0.0,18,-0.9585,3.583333,-0.19306,20.73333
2022-06-15,8202,2022-06-15,403.915,0.0,19,-0.72649,1.943333,-0.31644,20.8
2022-06-16,8203,2022-06-16,402.8563,0.0,25,-1.05868,1.19,-0.4197193,21.0
2022-06-17,8204,2022-06-17,402.0712,0.0,26,-0.78505,1.16,-0.5160347,21.26667
2022-06-18,8205,2022-06-18,401.0145,0.1,23,-1.05675,1.16,-0.5598527,21.46667
2022-06-19,8206,2022-06-19,400.723,0.0,19,-0.29153,1.146667,-0.5650653,21.4
2022-06-20,8207,2022-06-20,400.0686,0.0,22,-0.65434,1.146667,-0.5680467,21.33333
2022-06-21,8208,2022-06-21,399.4895,0.2,26,-0.57907,1.16,-0.5811313,21.4
2022-06-22,8209,2022-06-22,398.7966,0.1,28,-0.69297,1.166667,-0.5886407,21.6
2022-06-23,8210,2022-06-23,397.8767,0.1,28,-0.9199,0.8133333,-0.638554,22.26667
2022-06-24,8211,2022-06-24,396.5245,0.0,27,-1.35217,0.6333333,-0.6707087,22.73333
2022-06-25,8212,2022-06-25,395.3588,0.0,23,-1.1657,0.2,-0.7780793,22.8
2022-06-26,8213,2022-06-26,394.3859,0.0,18,-0.97291,0.04,-0.8427573,22.86667
2022-06-27,8214,2022-06-27,393.3579,0.0,18,-1.02797,0.03333333,-0.8652907,22.8
2022-06-28,8215,2022-06-28,392.3767,0.0,24,-0.98118,0.03333333,-0.8815473,22.93333
2022-06-29,8216,2022-06-29,391.3227,0.1,25,-1.05407,0.04,-0.8879187,23.4
2022-06-30,8217,2022-06-30,390.363,0.0,24,-0.95971,0.04,-0.9034667,23.73333
2022-07-01,8218,2022-07-01,389.1612,0.0,23,-1.20172,0.04,-0.9130027,23.6
2022-07-02,8219,2022-07-02,388.006,0.0,28,-1.15523,0.04,-0.9376813,23.73333
2022-07-03,8220,2022-07-03,386.9257,0.0,27,-1.08032,0.03333333,-0.9392527,24.0
2022-07-04,8221,2022-07-04,386.0982,0.1,27,-0.82747,0.04,-0.974982,24.53333
2022-07-05,8222,2022-07-05,384.811,0.0,25,-1.28722,0.04,-1.017174,24.73333
2022-07-06,8223,2022-07-06,383.7806,0.1,25,-1.03038,0.03333333,-1.047261,24.66667
2022-07-07,8224,2022-07-07,382.5982,0.0,26,-1.1824,0.02666667,-1.07989,24.53333
2022-07-08,8225,2022-07-08,381.5219,0.0,26,-1.07628,0.02,-1.090315,24.4
2022-07-09,8226,2022-07-09,380.3172,0.0,24,-1.2047,0.02,-1.080484,24.2
2022-07-10,8227,2022-07-10,379.1919,0.0,25,-1.12536,0.02,-1.077795,24.33333
2022-07-11,8228,2022-07-11,378.0572,0.1,25,-1.13468,0.02666667,-1.088579,24.8
2022-07-12,8229,2022-07-12,376.979,0.0,26,-1.07822,0.02666667,-1.091929,25.33333
2022-07-13,8230,2022-07-13,375.8145,0.1,19,-1.16453,0.03333333,-1.104153,25.0
2022-07-14,8231,2022-07-14,374.7898,0.2,25,-1.02468,0.04,-1.102193,25.0
2022-07-15,8232,2022-07-15,373.503,0.0,27,-1.28673,0.04,-1.123995,25.2
2022-07-16,8233,2022-07-16,372.2908,0.0,28,-1.21222,0.04,-1.124695,25.53333
2022-07-17,8234,2022-07-17,371.0546,0.0,28,-1.23624,0.04,-1.130095,25.53333
2022-07-18,8235,2022-07-18,370.1306,0.0,23,-0.92401,0.04,-1.119675,25.26667
2022-07-19,8236,2022-07-19,369.1492,0.0,27,-0.98142,0.03333333,-1.129938,25.26667
2022-07-20,8237,2022-07-20,368.1087,0.0,22,-1.04041,0.03333333,-1.113484,25.06667
2022-07-21,8238,2022-07-21,367.1539,0.0,25,-0.95481,0.02666667,-1.108446,25.06667
2022-07-22,8239,2022-07-22,366.1087,0.05,27,-1.04518,0.03,-1.099298,25.13333
2022-07-23,8240,2022-07-23,364.946,0.0,27,-1.16278,0.03,-1.105065,25.2
2022-07-24,8241,2022-07-24,363.7817,0.0,26,-1.16432,0.03,-1.102373,25.33333
2022-07-25,8242,2022-07-25,362.7015,0.0,27,-1.0801,0.03,-1.099355,25.46667
2022-07-26,8243,2022-07-26,361.3607,0.0,25,-1.34088,0.02333333,-1.113102,25.46667
2022-07-27,8244,2022-07-27,360.3144,0.0,25,-1.04629,0.02333333,-1.110973,25.4
2022-07-28,8245,2022-07-28,359.124,0.0,27,-1.19041,0.01666667,-1.112699,25.93333
2022-07-29,8246,2022-07-29,357.9418,0.0,22,-1.18222,0.003333333,-1.123201,25.73333
2022-07-30,8247,2022-07-30,357.131,7.3,18,-0.81071,0.49,-1.091467,25.13333
2022-07-31,8248,2022-07-31,356.1857,0.0,23,-0.94532,0.49,-1.073673,24.8
2022-08-01,8249,2022-08-01,355.1522,0.05,28,-1.0335,0.4933333,-1.060157,24.8
2022-08-02,8250,2022-08-02,354.2158,0.0,27,-0.93646,0.4933333,-1.060987,25.06667
2022-08-03,8251,2022-08-03,352.7035,0.0,25,-1.51227,0.4933333,-1.096377,24.93333
2022-08-04,8252,2022-08-04,351.2187,0.0,29,-1.48482,0.4933333,-1.126005,25.4
2022-08-05,8253,2022-08-05,349.8447,0.0,27,-1.374,0.4933333,-1.153951,25.53333
2022-08-06,8254,2022-08-06,348.6462,0.0,19,-1.19851,0.49,-1.164173,25.0
