"","data","volume","chuva","temp.max","diff","x","y","z","medMov.chuva","medMov.diff","medMov.temp"
"1281",2020-07-04,549.26996,0,24,-1.04435999999998,0.106885254369232,0,23.52,2.54666666666667,-0.830391999999999,23.2666666666667
"1282",2020-07-05,548.24451,0.1,27,-1.02544999999998,0.108048046496927,0.00139275766016713,26.52,2.54666666666667,-0.79677466666667,23.2
"1283",2020-07-06,547.18644,0.15,27,-1.05807000000004,0.106042214703935,0.0020891364902507,26.52,2.55666666666667,-0.789762000000004,23.1333333333333
"1284",2020-07-07,546.02708,0,28,-1.15935999999999,0.0998138056815079,0,27.52,2.55666666666667,-0.769186666666671,23.2
"1285",2020-07-08,544.81098,0.1,27,-1.21609999999998,0.0963248143898438,0.00139275766016713,26.52,2.56333333333333,-0.809680666666668,23.2666666666667
"1286",2020-07-09,543.4829,0.7,24,-1.32808,0.0894390680937446,0.00974930362116992,23.52,2.60333333333333,-0.806144666666667,23.1333333333333
"1287",2020-07-10,542.21735,0.4,22,-1.26554999999996,0.093284091454124,0.00557103064066852,21.52,2.63,-0.792726666666666,22.8
"1288",2020-07-11,541.15105,0.1,26,-1.06629999999996,0.105536144941332,0.00139275766016713,25.52,2.51666666666667,-0.787746666666665,22.9333333333333
"1289",2020-07-12,540.00756,0.1,27,-1.14349000000004,0.100789665600411,0.00139275766016713,26.52,1.95666666666666,-0.84050933333333,23.6666666666667
"1290",2020-07-13,538.8217,0,28,-1.18586000000005,0.0981842979404204,0,27.52,0.343333333333332,-1.01648866666667,24.4
"1291",2020-07-14,537.77108,0,23,-1.05061999999998,0.106500321597187,0,22.52,0.316666666666665,-1.051404,24.6
"1292",2020-07-15,536.52206,0,16,-1.24901999999997,0.0943005353394109,0,15.52,0.296666666666665,-1.09328133333333,24
"1293",2020-07-16,535.40528,0,20,-1.11678000000006,0.102432086421706,0,19.52,0.283333333333332,-1.10353066666667,23.8666666666667
"1294",2020-07-17,534.35427,0,25,-1.05100999999991,0.106476340162512,0,24.52,0.109999999999999,-1.12554133333333,24.2
"1295",2020-07-18,533.10748,0.1,24,-1.24679000000003,0.0944376599530909,0.00139275766016713,23.52,0.116666666666665,-1.14712266666666,24.5333333333333
"1296",2020-07-19,531.68434,0.1,26,-1.42313999999999,0.0835937471176148,0.00139275766016713,25.52,0.123333333333332,-1.17237466666666,24.6666666666667
"1297",2020-07-20,530.41724,0.2,25,-1.26710000000003,0.093188780623981,0.00278551532033426,24.52,0.129999999999999,-1.18848466666667,24.5333333333333
"1298",2020-07-21,528.87121,0,26,-1.54602999999997,0.0760371355590562,0,25.52,0.119999999999999,-1.22101533333333,24.4666666666667
"1299",2020-07-22,527.55061,0,27,-1.32060000000001,0.0898990197127366,0,26.52,0.119999999999999,-1.23176466666666,24.4
"1300",2020-07-23,526.05726,0,27,-1.49334999999996,0.0792764739666157,0,26.52,0.113333333333332,-1.250248,24.4
"1301",2020-07-24,524.28525,0,26,-1.77201000000002,0.0621414314333855,0,25.52,0.0666666666666652,-1.27984333333333,24.5333333333333
"1302",2020-07-25,522.64739,0,28,-1.63786000000005,0.0703904300547591,0,27.52,0.0399999999999985,-1.304664,24.9333333333333
"1303",2020-07-26,521.00016,0,22,-1.64722999999992,0.0698142607138626,0,21.52,0.0333333333333319,-1.34339266666667,24.6666666666667
"1304",2020-07-27,519.55991,0,28,-1.44025000000011,0.0825416385345907,0,27.52,0.0266666666666652,-1.36317666666667,24.7333333333333
"1305",2020-07-28,518.02515,0,28,-1.53475999999989,0.0767301375304581,0,27.52,0.0266666666666652,-1.38643666666666,24.7333333333333
"1306",2020-07-29,516.51016,0,23,-1.51499000000001,0.0779458117961577,0,22.52,0.0266666666666652,-1.41739466666666,24.7333333333333
"1307",2020-07-30,515.17978,2,17,-1.33037999999999,0.0892976391199907,0.0278551532033426,16.52,0.159999999999999,-1.42281866666666,24.8
"1308",2020-07-31,514.11413,0,21,-1.06565000000001,0.10557611399913,0,20.52,0.159999999999999,-1.41940999999999,24.8666666666667
"1309",2020-08-01,512.95727,0,23,-1.15686000000005,0.0999675328268896,0,22.52,0.159999999999999,-1.42646666666667,24.7333333333333
"1310",2020-08-02,511.39069,0,24,-1.56657999999999,0.0747734984239882,0,23.52,0.153333333333332,-1.447786,24.7333333333333
"1311",2020-08-03,510.02432,0,22,-1.36637000000002,0.0870845831350223,0,21.52,0.146666666666665,-1.44400133333334,24.4666666666667
"1312",2020-08-04,508.30115,0,23,-1.72316999999998,0.0651446449456352,0,22.52,0.133333333333332,-1.474406,24.3333333333333
"1313",2020-08-05,506.43745,0.05,24,-1.86369999999999,0.0565033346492362,0.000696378830083566,23.52,0.136666666666665,-1.495584,24.2
"1314",2020-08-06,504.59167,0.1,24,-1.84577999999999,0.0576052508273582,0.00139275766016713,23.52,0.143333333333332,-1.530596,24
"1315",2020-08-07,502.80463,0,25,-1.78704000000005,0.0612172238353276,0,24.52,0.143333333333332,-1.55017533333334,23.8666666666667
"1316",2020-08-08,501.12003,0,26,-1.68459999999999,0.0675163473446391,0,25.52,0.143333333333332,-1.544348,23.8666666666667
"1317",2020-08-09,499.53864,0,26,-1.58139,0.073862818814725,0,25.52,0.143333333333332,-1.54058333333333,23.7333333333333
"1318",2020-08-10,497.77018,0,27,-1.76846,0.0623597239798338,0,26.52,0.143333333333332,-1.54866533333334,24.0666666666667
"1319",2020-08-11,495.7429,0,27,-2.02727999999996,0.0464446600723875,0,26.52,0.143333333333332,-1.58780066666666,24
"1320",2020-08-12,493.76672,0,28,-1.97618,0.0495868429240607,0,27.52,0.143333333333332,-1.61722866666667,24
"1321",2020-08-13,491.7298,0,30,-2.03692000000001,0.0458518881997789,0,29.52,0.143333333333332,-1.652024,24.4666666666667
"1322",2020-08-14,489.90808,0,29,-1.82172000000003,0.059084720874544,0,28.52,0.00999999999999854,-1.68478,25.2666666666667
"1323",2020-08-15,488.06234,0,24,-1.84573999999998,0.0576077104616852,0,23.52,0.00999999999999854,-1.736786,25.4666666666667
"1324",2020-08-16,486.60271,0,21,-1.45963,0.0813499457035701,0,20.52,0.00999999999999854,-1.75697066666667,25.3333333333333
"1325",2020-08-17,485.4113,8.3,20,-1.19141000000002,0.0978430236776668,0.115598885793872,19.52,0.563333333333332,-1.73195933333333,25.0666666666667
"1326",2020-08-18,484.94913,18.9,19,-0.462169999999958,0.14268461707798,0.263231197771588,18.52,1.82333333333333,-1.67167933333333,24.8666666666667
"1327",2020-08-19,484.44736,2.3,25,-0.501770000000022,0.140249579095073,0.032033426183844,24.52,1.97666666666667,-1.59025266666667,25
"1328",2020-08-20,483.27914,0,17,-1.16822000000002,0.0992689966782608,0,16.52,1.97333333333333,-1.54388733333334,24.5333333333333
"1329",2020-08-21,482.4644,1.2,14,-0.814739999999972,0.121004785218581,0.0167130919220056,13.52,2.04666666666667,-1.47515133333333,23.8666666666667
"1330",2020-08-22,482.2164,12.8,15,-0.24799999999999,0.155854114168845,0.178272980501393,14.52,2.9,-1.37254866666666,23.2
"1331",2020-08-23,481.64696,0.9,19,-0.569440000000043,0.136088492723782,0.0125348189415042,18.52,2.96,-1.29820466666667,22.7333333333333
"1332",2020-08-24,480.71912,0,20,-0.927840000000003,0.114050169161349,0,19.52,2.96,-1.25463466666667,22.3333333333333
"1333",2020-08-25,479.47164,0,20,-1.24748,0.0943952312609668,0,19.52,2.96,-1.21990266666667,21.8666666666667
"1334",2020-08-26,477.99247,0,23,-1.47916999999995,0.0801484143352418,0,22.52,2.96,-1.183362,21.6
"1335",2020-08-27,476.78288,0,27,-1.20959000000005,0.0967251198764231,0,26.52,2.96,-1.132256,21.5333333333333
"1336",2020-08-28,475.08081,0,29,-1.70206999999999,0.0664421020526865,0,28.52,2.96,-1.10993266666667,21.4666666666667
"1337",2020-08-29,473.58006,0,30,-1.50074999999998,0.0788214416162741,0,29.52,2.96,-1.08853466666667,21.5333333333333
"1338",2020-08-30,471.77807,0,31,-1.80198999999999,0.0602979355059271,0,30.52,2.96,-1.085618,22
"1339",2020-08-31,470.31617,0,25,-1.46190000000001,0.0812103614555597,0,24.52,2.96,-1.08576933333333,22.2666666666667
"1340",2020-09-01,468.64623,0,23,-1.66994,0.068417803325178,0,22.52,2.40666666666667,-1.11767133333333,22.4666666666667
"1341",2020-09-02,466.69765,0,26,-1.94857999999999,0.0512839906091147,0,25.52,1.14666666666667,-1.21676533333333,22.9333333333333
"1342",2020-09-03,464.69036,0,29,-2.00729000000001,0.0476738623268853,0,28.52,0.993333333333332,-1.31713333333333,23.2
"1343",2020-09-04,462.71546,0,32,-1.97489999999999,0.0496655512224985,0,31.52,0.993333333333332,-1.370912,24.2
